tik,uik,voters,turnout,putin,stationary,cam,marked,gaps,mn_in,mn_out,koib
TIK-21,847,1227,57%,78%,1207,c2,yes,,95,110,КОИБ
TIK-21,865,1333,57%,78%,1318,c2,yes,,68,109,КОИБ
TIK-21,866,1161,57%,79%,1130,c1,yes,,62,94,КОИБ
TIK-21,866,1161,57%,79%,1130,c2,yes,,62,94,КОИБ
TIK-21,868,1107,57%,80%,1087,c1,yes,,71,92,КОИБ
TIK-21,868,1107,57%,80%,1087,c2,yes,,71,92,КОИБ
TIK-21,887,1320,57%,80%,1307,c1,yes,,100,136,КОИБ
TIK-21,887,1320,57%,80%,1307,c2,yes,,100,136,КОИБ
TIK-21,891,1129,57%,77%,1116,c1,yes,,88,129,КОИБ
TIK-23,2043,842,57%,77%,831,c1,yes,,116,90,
TIK-23,2043,842,57%,77%,831,c2,yes,,116,90,
TIK-23,2069,1156,57%,78%,1113,c1,yes,,92,156,
TIK-23,2069,1156,57%,78%,1113,c2,yes,,92,156,
TIK-23,2082,1160,57%,75%,1132,c1,yes,,65,194,
TIK-23,2082,1160,57%,75%,1132,c2,yes,,65,194,
TIK-24,1572,1273,57%,77%,1233,c1,yes,,202,259,
TIK-24,1572,1273,57%,77%,1233,c2,yes,,202,259,
TIK-24,1592,1178,57%,74%,1155,c1,yes,,111,164,
TIK-24,1592,1178,57%,74%,1155,c2,yes,,111,164,
TIK-25,984,820,57%,69%,815,c2,yes,,189,276,КОИБ
TIK-26,1202,1072,57%,75%,1053,c1,yes,,94,148,КОИБ
TIK-26,1202,1072,57%,75%,1053,c2,yes,,94,148,КОИБ
TIK-26,1216,1027,57%,79%,999,c1,yes,,107,153,КОИБ
TIK-26,1216,1027,57%,79%,999,c2,yes,,107,153,КОИБ
TIK-27,1388,1010,57%,78%,990,c1,yes,,139,275,
TIK-28,1881,1392,57%,73%,1343,c1,yes,,214,298,
TIK-28,1936,931,57%,75%,924,c1,yes,,82,196,
TIK-28,1936,931,57%,75%,924,c2,yes,,82,196,
TIK-28,1943,1337,57%,72%,1326,c1,yes,,199,377,
TIK-28,1943,1337,57%,72%,1326,c2,yes,,199,377,
TIK-29,2106,1303,57%,73%,1221,c2,yes,,146,192,
TIK-29,2133,1287,57%,79%,1230,c1,yes,,107,179,
TIK-29,2133,1287,57%,79%,1230,c2,yes,,107,179,
TIK-29,2140,1501,57%,75%,1481,c2,yes,,230,214,
TIK-29,2154,1049,57%,74%,1015,c1,yes,,42,122,
TIK-29,2154,1049,57%,74%,1015,c2,yes,,42,122,
TIK-30,2239,1369,57%,65%,1320,c1,yes,,337,161,
TIK-30,2239,1369,57%,65%,1320,c2,yes,,337,161,
TIK-30,2247,1032,57%,72%,1010,c1,yes,,214,224,
TIK-30,2247,1032,57%,72%,1010,c2,yes,,214,224,
TIK-30,2266,836,57%,71%,816,c1,yes,,165,175,
TIK-30,2266,836,57%,71%,816,c2,yes,,165,175,
TIK-2,135,1161,56%,68%,1120,c1,yes,,124,137,КОИБ
TIK-2,141,996,56%,71%,983,c1,yes,,109,120,КОИБ
TIK-2,141,996,56%,71%,983,c2,yes,,109,120,КОИБ
TIK-3,578,849,56%,75%,809,c1,yes,,128,275,
TIK-3,612,970,56%,75%,945,c1,yes,,110,240,
TIK-3,612,970,56%,75%,945,c2,yes,,110,240,
TIK-4,922,1213,56%,73%,1148,c1,yes,,121,244,КОИБ
TIK-5,1426,1055,56%,76%,1036,c1,yes,,96,254,
TIK-5,1426,1055,56%,76%,1036,c2,yes,,96,254,
TIK-5,1429,1224,56%,77%,1198,c1,yes,,134,309,
TIK-5,1429,1224,56%,77%,1198,c2,yes,,134,309,
TIK-5,1434,1073,56%,77%,1052,c1,yes,,104,231,
TIK-5,1434,1073,56%,77%,1052,c2,yes,,104,231,
TIK-5,1451,1067,56%,77%,1028,c1,yes,,79,190,
TIK-5,1451,1067,56%,77%,1028,c2,yes,,79,190,
TIK-5,1455,1342,56%,74%,1328,c1,yes,,203,241,
TIK-5,1455,1342,56%,74%,1328,c2,yes,,203,241,
TIK-5,1475,1235,56%,72%,1207,c1,yes,,82,290,
TIK-5,1475,1235,56%,72%,1207,c2,yes,,82,290,
TIK-6,1093,1389,56%,77%,1367,c1,yes,,98,212,КОИБ
TIK-6,1096,1096,56%,78%,1064,c1,yes,,85,129,КОИБ
TIK-6,1096,1096,56%,78%,1064,c2,yes,,85,129,КОИБ
TIK-6,1103,1284,56%,75%,1265,c1,yes,,91,150,КОИБ
TIK-6,1103,1284,56%,75%,1265,c2,yes,,91,150,КОИБ
TIK-6,1125,1012,56%,79%,989,c1,yes,,87,155,КОИБ
TIK-6,1125,1012,56%,79%,989,c2,yes,,87,155,КОИБ
TIK-6,1132,1817,56%,75%,1794,c1,yes,,371,268,КОИБ
TIK-6,1132,1817,56%,75%,1794,c2,yes,,371,268,КОИБ
TIK-7,764,613,56%,76%,598,c1,yes,,91,55,
TIK-7,764,613,56%,76%,598,c2,yes,,91,55,
TIK-7,765,1493,56%,77%,1446,c1,yes,,106,256,
TIK-7,765,1493,56%,77%,1446,c2,yes,,106,256,
TIK-7,773,1173,56%,76%,1153,c1,yes,,113,163,
TIK-7,773,1173,56%,76%,1153,c2,yes,,113,163,
TIK-7,785,1195,56%,75%,1152,c1,yes,,90,276,
TIK-7,785,1195,56%,75%,1152,c2,yes,,90,276,
TIK-7,789,1242,56%,72%,1223,c1,yes,,237,308,
TIK-7,789,1242,56%,72%,1223,c2,yes,,237,308,
TIK-9,1826,1020,56%,75%,1000,c1,yes,,126,330,
TIK-9,1826,1020,56%,75%,1000,c2,yes,,126,330,
TIK-11,501,1012,56%,73%,985,c1,yes,,78,189,
TIK-11,501,1012,56%,73%,985,c2,yes,,78,189,
TIK-13,1250,790,56%,78%,765,c1,yes,,132,167,
TIK-13,1250,790,56%,78%,765,c2,yes,,132,167,
TIK-16,2197,774,56%,67%,753,c1,yes,,139,202,
TIK-16,2197,774,56%,67%,753,c2,yes,,139,202,
TIK-16,2200,781,56%,71%,706,c1,yes,,276,187,
TIK-16,2200,781,56%,71%,706,c2,yes,,276,187,
TIK-16,2215,1386,56%,67%,1366,c1,yes,,416,219,
TIK-17,566,1574,56%,71%,1522,c1,yes,,139,264,
TIK-17,566,1574,56%,71%,1522,c2,yes,,139,264,
TIK-18,1647,1491,56%,72%,1453,c1,yes,,236,179,
TIK-18,1647,1491,56%,72%,1453,c2,yes,,236,179,
TIK-20,2015,1425,56%,79%,1364,c1,yes,,230,542,
TIK-20,2015,1425,56%,79%,1364,c2,yes,,230,542,
TIK-21,849,1293,56%,79%,1276,c1,yes,,62,100,КОИБ
TIK-21,849,1293,56%,79%,1276,c2,yes,,62,100,КОИБ
TIK-21,850,1308,56%,77%,1286,c1,yes,,212,108,КОИБ
TIK-21,850,1308,56%,77%,1286,c2,yes,,212,108,КОИБ
TIK-21,853,1217,56%,80%,1183,c1,yes,,65,109,КОИБ
TIK-21,853,1217,56%,80%,1183,c2,yes,,65,109,КОИБ
TIK-21,858,1255,56%,80%,1240,c1,yes,,113,91,КОИБ
TIK-21,858,1255,56%,80%,1240,c2,yes,,113,91,КОИБ
TIK-21,863,1083,56%,77%,1058,c1,yes,,56,116,КОИБ
TIK-21,863,1083,56%,77%,1058,c2,yes,,56,116,КОИБ
TIK-21,870,1184,56%,80%,1166,c1,yes,,84,94,КОИБ
TIK-21,870,1184,56%,80%,1166,c2,yes,,84,94,КОИБ
TIK-21,871,1076,56%,81%,1058,c1,yes,,49,104,КОИБ
TIK-21,871,1076,56%,81%,1058,c2,yes,,49,104,КОИБ
TIK-21,873,1221,56%,81%,1173,c1,yes,,49,121,КОИБ
TIK-21,873,1221,56%,81%,1173,c2,yes,,49,121,КОИБ
TIK-22,373,1328,56%,69%,1267,c1,yes,,158,158,
TIK-22,373,1328,56%,69%,1267,c2,yes,,158,158,
TIK-23,2036,1234,56%,76%,1207,c1,yes,,213,198,
TIK-23,2036,1234,56%,76%,1207,c2,yes,,213,198,
TIK-23,2059,1218,56%,74%,1166,c1,yes,,116,176,
TIK-23,2064,1162,56%,77%,1119,c1,yes,,100,206,
TIK-23,2064,1162,56%,77%,1119,c2,yes,,100,206,
TIK-23,2065,1267,56%,77%,1211,c1,yes,,97,185,
TIK-24,1555,1187,56%,77%,1146,c1,yes,,94,149,
TIK-24,1555,1187,56%,77%,1146,c2,yes,,94,149,
TIK-24,1569,1185,56%,73%,1156,c1,yes,,148,169,
TIK-24,1583,1112,56%,75%,1087,c1,yes,,196,177,
TIK-24,1583,1112,56%,75%,1087,c2,yes,,196,177,
TIK-24,1603,1371,56%,77%,1326,c2,yes,,62,143,
TIK-26,1171,1380,56%,78%,1311,c1,yes,,203,218,КОИБ
TIK-26,1171,1380,56%,78%,1311,c2,yes,,203,218,КОИБ
TIK-26,1173,987,56%,74%,966,c2,yes,,135,111,КОИБ
TIK-26,1178,1076,56%,78%,1041,c1,yes,,145,132,КОИБ
TIK-26,1178,1076,56%,78%,1041,c2,yes,,145,132,КОИБ
TIK-27,1412,730,56%,85%,722,c1,yes,,57,262,
TIK-29,2113,1503,56%,74%,1451,c1,yes,,165,164,
TIK-29,2113,1503,56%,74%,1451,c2,yes,,165,164,
TIK-29,2116,1379,56%,75%,1354,c1,yes,,124,201,
TIK-29,2116,1379,56%,75%,1354,c2,yes,,124,201,
TIK-30,2256,1035,56%,73%,1014,c2,yes,,188,185,
TIK-2,110,791,55%,73%,744,c1,yes,,101,218,КОИБ
TIK-2,110,791,55%,73%,744,c2,yes,,101,218,КОИБ
TIK-5,1425,987,55%,76%,954,c1,yes,,60,235,
TIK-5,1425,987,55%,76%,954,c2,yes,,60,235,
TIK-5,1433,1133,55%,79%,1103,c1,yes,,99,274,
TIK-5,1433,1133,55%,79%,1103,c2,yes,,99,274,
TIK-6,1089,865,55%,79%,844,c1,yes,,126,112,КОИБ
TIK-6,1089,865,55%,79%,844,c2,yes,,126,112,КОИБ
TIK-7,636,1175,55%,73%,1161,c1,yes,,183,279,
TIK-7,636,1175,55%,73%,1161,c2,yes,,183,279,
TIK-7,759,729,55%,76%,710,c1,yes,,38,86,
TIK-7,759,729,55%,76%,710,c2,yes,,38,86,
TIK-7,775,1467,55%,74%,1441,c1,yes,,191,146,
TIK-7,775,1467,55%,74%,1441,c2,yes,,191,146,
TIK-9,1821,1391,55%,76%,1370,c1,yes,,148,358,
TIK-9,1821,1391,55%,76%,1370,c2,yes,,148,358,
TIK-11,421,1552,55%,72%,1527,c1,yes,,209,195,
TIK-11,421,1552,55%,72%,1527,c2,yes,,209,195,
TIK-11,454,1087,55%,75%,1048,c1,yes,,191,107,
TIK-11,454,1087,55%,75%,1048,c2,yes,,191,107,
TIK-11,464,1086,55%,74%,1068,c2,yes,,101,244,
TIK-13,1247,707,55%,69%,698,c1,yes,,144,116,
TIK-13,1247,707,55%,69%,698,c2,yes,,144,116,
TIK-16,2190,924,55%,70%,909,c1,yes,,178,175,
TIK-16,2190,924,55%,70%,909,c2,yes,,178,175,
TIK-16,2221,1222,55%,70%,1196,c1,yes,,407,138,
TIK-16,2225,1271,55%,69%,1242,c1,yes,,302,207,
TIK-16,2225,1271,55%,69%,1242,c2,yes,,302,207,
TIK-19,1298,1136,55%,71%,1121,c1,yes,,108,326,
TIK-19,1298,1136,55%,71%,1121,c2,yes,,108,326,
TIK-19,1318,998,55%,73%,965,c1,yes,,117,315,
TIK-19,1318,998,55%,73%,965,c2,yes,,117,315,
TIK-19,1326,816,55%,67%,796,c2,yes,,69,89,
TIK-19,1339,1011,55%,73%,965,c1,yes,,121,163,
TIK-19,1339,1011,55%,73%,965,c2,yes,,121,163,
TIK-21,842,1285,55%,78%,1252,c1,yes,,115,130,КОИБ
TIK-21,883,1002,55%,79%,981,c1,yes,,67,74,КОИБ
TIK-21,883,1002,55%,79%,981,c2,yes,,67,74,КОИБ
TIK-22,357,1114,55%,68%,1058,c1,yes,,151,148,
TIK-22,357,1114,55%,68%,1058,c2,yes,,151,148,
TIK-23,2063,1049,55%,77%,1000,c1,yes,,67,183,
TIK-23,2063,1049,55%,77%,1000,c2,yes,,67,183,
TIK-23,2067,1283,55%,76%,1236,c2,yes,,112,158,
TIK-23,2070,871,55%,80%,841,c1,yes,,99,107,
TIK-23,2070,871,55%,80%,841,c2,yes,,99,107,
TIK-23,2089,1004,55%,72%,969,c1,yes,,87,106,
TIK-23,2089,1004,55%,72%,969,c2,yes,,87,106,
TIK-24,1556,1084,55%,73%,1054,c1,yes,,131,157,
TIK-24,1556,1084,55%,73%,1054,c2,yes,,131,157,
TIK-24,1561,970,55%,75%,939,c1,yes,,105,257,
TIK-24,1561,970,55%,75%,939,c2,yes,,105,257,
TIK-24,1562,858,55%,74%,843,c1,yes,,143,249,
TIK-24,1562,858,55%,74%,843,c2,yes,,143,249,
TIK-24,1580,1031,55%,73%,1006,c2,yes,,197,256,
TIK-24,1581,917,55%,78%,895,c1,yes,,122,122,
TIK-24,1581,917,55%,78%,895,c2,yes,,122,122,
TIK-26,1197,908,55%,75%,875,c1,yes,,140,99,КОИБ
TIK-26,1197,908,55%,75%,875,c2,yes,,140,99,КОИБ
TIK-26,1203,925,55%,81%,907,c1,yes,,184,126,КОИБ
TIK-26,1208,882,55%,77%,849,c1,yes,,51,123,КОИБ
TIK-26,1208,882,55%,77%,849,c2,yes,,51,123,КОИБ
TIK-30,2260,1202,55%,71%,1178,c1,yes,,293,152,
TIK-30,2260,1202,55%,71%,1178,c2,yes,,293,152,
TIK-2,112,1025,54%,67%,998,c1,yes,,189,138,КОИБ
TIK-2,112,1025,54%,67%,998,c2,yes,,189,138,КОИБ
TIK-2,116,1289,54%,72%,1266,c1,yes,,170,235,КОИБ
TIK-2,116,1289,54%,72%,1266,c2,yes,,170,235,КОИБ
TIK-2,124,965,54%,68%,949,c2,yes,,198,216,КОИБ
TIK-4,944,1424,54%,69%,1379,c1,yes,,225,213,КОИБ
TIK-4,944,1424,54%,69%,1379,c2,yes,,225,213,КОИБ
TIK-5,1466,1242,54%,72%,1211,c1,yes,,116,252,
TIK-5,1466,1242,54%,72%,1211,c2,yes,,116,252,
TIK-5,1481,1279,54%,78%,1249,c1,yes,,65,234,
TIK-5,1516,1181,54%,75%,1157,c1,yes,,103,211,
TIK-5,1516,1181,54%,75%,1157,c2,yes,,103,211,
TIK-7,639,1317,54%,79%,1280,c1,yes,,68,277,
TIK-7,639,1317,54%,79%,1280,c2,yes,,68,277,
TIK-7,762,1408,54%,75%,1390,c1,yes,,96,212,
TIK-7,762,1408,54%,75%,1390,c2,yes,,96,212,
TIK-7,769,1560,54%,75%,1531,c2,yes,,97,198,
TIK-7,770,797,54%,75%,783,c1,yes,,132,92,
TIK-7,770,797,54%,75%,783,c2,yes,,132,92,
TIK-7,780,906,54%,78%,870,c1,yes,,72,278,
TIK-7,780,906,54%,78%,870,c2,yes,,72,278,
TIK-7,795,1305,54%,76%,1267,c1,yes,,135,156,
TIK-7,795,1305,54%,76%,1267,c2,yes,,135,156,
TIK-7,805,938,54%,75%,921,c1,yes,,138,332,
TIK-7,805,938,54%,75%,921,c2,yes,,138,332,
TIK-12,1787,1112,54%,73%,1089,c1,yes,,109,112,
TIK-12,1787,1112,54%,73%,1089,c2,yes,,109,112,
TIK-14,288,805,54%,70%,765,c1,yes,,89,209,
TIK-14,288,805,54%,70%,765,c2,yes,,89,209,
TIK-16,2186,1222,54%,69%,1190,c1,yes,,313,284,
TIK-16,2186,1222,54%,69%,1190,c2,yes,,313,284,
TIK-16,2206,829,54%,69%,809,c2,yes,,135,203,
TIK-16,2224,840,54%,72%,823,c1,yes,,111,126,
TIK-16,2224,840,54%,72%,823,c2,yes,,111,126,
TIK-18,1615,1026,54%,71%,1012,c1,yes,,258,114,
TIK-20,2000,1331,54%,82%,1273,c1,yes,,84,210,
TIK-21,860,1257,54%,79%,1229,c1,yes,,73,126,КОИБ
TIK-21,860,1257,54%,79%,1229,c2,yes,,73,126,КОИБ
TIK-21,867,1107,54%,77%,1071,c1,yes,,52,89,КОИБ
TIK-21,867,1107,54%,77%,1071,c2,yes,,52,89,КОИБ
TIK-21,885,1048,54%,79%,1034,c1,yes,,130,108,КОИБ
TIK-21,885,1048,54%,79%,1034,c2,yes,,130,108,КОИБ
TIK-22,374,1570,54%,67%,1525,c1,yes,,222,231,
TIK-22,374,1570,54%,67%,1525,c2,yes,,222,231,
TIK-23,2042,1065,54%,76%,1054,c1,yes,,125,139,
TIK-23,2042,1065,54%,76%,1054,c2,yes,,125,139,
TIK-24,1559,942,54%,75%,913,c1,yes,,83,153,
TIK-24,1559,942,54%,75%,913,c2,yes,,83,153,
TIK-24,1582,790,54%,78%,769,c1,yes,,134,234,
TIK-26,1200,991,54%,79%,944,c1,yes,,95,121,КОИБ
TIK-26,1200,991,54%,79%,944,c2,yes,,95,121,КОИБ
TIK-30,2255,723,54%,70%,697,c1,yes,,117,123,
TIK-30,2255,723,54%,70%,697,c2,yes,,117,123,
TIK-30,2258,1120,54%,74%,1113,c1,yes,,275,187,
TIK-30,2258,1120,54%,74%,1113,c2,yes,,275,187,
TIK-3,580,1132,53%,73%,1111,c2,yes,,123,262,
TIK-5,1431,1054,53%,77%,1040,c1,yes,,68,209,
TIK-5,1431,1054,53%,77%,1040,c2,yes,,68,209,
TIK-5,1440,1012,53%,77%,982,c1,yes,,180,226,
TIK-5,1440,1012,53%,77%,982,c2,yes,,180,226,
TIK-5,1449,1131,53%,77%,1103,c1,yes,,60,215,
TIK-5,1449,1131,53%,77%,1103,c2,yes,,60,215,
TIK-5,1477,1861,53%,70%,1847,c1,yes,,207,308,
TIK-5,1477,1861,53%,70%,1847,c2,yes,,207,308,
TIK-6,1063,979,53%,77%,950,c1,yes,,79,132,КОИБ
TIK-6,1097,990,53%,75%,947,c1,yes,,77,122,КОИБ
TIK-6,1097,990,53%,75%,947,c2,yes,,77,122,КОИБ
TIK-7,642,1410,53%,76%,1390,c2,yes,,120,299,
TIK-10,219,1141,53%,78%,1106,c1,yes,,84,282,
TIK-10,219,1141,53%,78%,1106,c2,yes,,84,282,
TIK-12,1764,1455,53%,80%,1426,c1,yes,,191,387,
TIK-12,1774,1241,53%,71%,1229,c1,yes,,194,341,
TIK-12,1774,1241,53%,71%,1229,c2,yes,,194,341,
TIK-16,2208,953,53%,65%,928,c1,yes,,225,195,
TIK-16,2208,953,53%,65%,928,c2,yes,,225,195,
TIK-16,2209,1133,53%,65%,1098,c1,yes,,207,251,
TIK-16,2209,1133,53%,65%,1098,c2,yes,,207,251,
TIK-16,2211,858,53%,69%,826,c2,yes,,90,222,
TIK-18,1624,1001,53%,76%,972,c2,yes,,213,109,
TIK-19,1284,1149,53%,72%,1128,c1,yes,,400,323,
TIK-19,1284,1149,53%,72%,1128,c2,yes,,400,323,
TIK-19,1285,886,53%,73%,875,c1,yes,,209,297,
TIK-19,1285,886,53%,73%,875,c2,yes,,209,297,
TIK-19,1334,564,53%,68%,552,c1,yes,,66,210,
TIK-19,1334,564,53%,68%,552,c2,yes,,66,210,
TIK-21,837,1272,53%,82%,1245,c1,yes,,65,150,КОИБ
TIK-21,837,1272,53%,82%,1245,c2,yes,,65,150,КОИБ
TIK-21,874,1313,53%,79%,1298,c1,yes,,54,135,КОИБ
TIK-21,874,1313,53%,79%,1298,c2,yes,,54,135,КОИБ
TIK-21,884,1033,53%,78%,1007,c1,yes,,58,108,КОИБ
TIK-21,884,1033,53%,78%,1007,c2,yes,,58,108,КОИБ
TIK-23,2087,1511,53%,73%,1443,c1,yes,,149,215,
TIK-23,2087,1511,53%,73%,1443,c2,yes,,149,215,
TIK-26,1211,809,53%,74%,789,c1,yes,,192,123,КОИБ
TIK-26,1211,809,53%,74%,789,c2,yes,,192,123,КОИБ
TIK-30,2253,1093,53%,72%,1014,c1,yes,,106,179,
TIK-30,2253,1093,53%,72%,1014,c2,yes,,106,179,
TIK-2,146,774,52%,77%,768,c1,yes,,141,159,КОИБ
TIK-2,146,774,52%,77%,768,c2,yes,,141,159,КОИБ
TIK-3,623,1130,52%,76%,1105,c1,yes,,197,276,
TIK-3,623,1130,52%,76%,1105,c2,yes,,197,276,
TIK-5,1447,1146,52%,76%,1104,c1,yes,,138,168,
TIK-5,1447,1146,52%,76%,1104,c2,yes,,138,168,
TIK-6,1123,1216,52%,77%,1189,c1,yes,,195,206,КОИБ
TIK-6,1123,1216,52%,77%,1189,c2,yes,,195,206,КОИБ
TIK-6,1128,1306,52%,74%,1282,c1,yes,,208,245,КОИБ
TIK-6,1128,1306,52%,74%,1282,c2,yes,,208,245,КОИБ
TIK-16,2205,1147,52%,69%,1088,c2,yes,,152,278,
TIK-18,1621,1002,52%,80%,979,c1,yes,,211,145,
TIK-18,1621,1002,52%,80%,979,c2,yes,,211,145,
TIK-19,1328,944,52%,68%,911,c1,yes,,145,280,
TIK-19,1328,944,52%,68%,911,c2,yes,,145,280,
TIK-21,872,915,52%,78%,902,c1,yes,,39,109,КОИБ
TIK-21,872,915,52%,78%,902,c2,yes,,39,109,КОИБ
TIK-21,875,1111,52%,80%,1098,c1,yes,,77,122,КОИБ
TIK-21,875,1111,52%,80%,1098,c2,yes,,77,122,КОИБ
TIK-24,1584,1051,52%,77%,1036,c1,yes,,129,291,
TIK-24,1584,1051,52%,77%,1036,c2,yes,,129,291,
TIK-24,1585,978,52%,75%,969,c2,yes,,126,290,
TIK-30,2254,967,52%,63%,950,c1,yes,,224,143,
TIK-30,2254,967,52%,63%,950,c2,yes,,224,143,
TIK-2,147,1041,51%,72%,1022,c1,yes,,174,214,КОИБ
TIK-23,2040,940,51%,75%,920,c1,yes,,133,165,
TIK-26,1214,989,51%,80%,958,c1,yes,,104,190,КОИБ
TIK-26,1214,989,51%,80%,958,c2,yes,,104,190,КОИБ
TIK-2,130,1065,50%,72%,1030,c1,yes,,150,308,КОИБ
TIK-2,130,1065,50%,72%,1030,c2,yes,,150,308,КОИБ
TIK-5,1424,852,50%,80%,826,c1,yes,,89,248,
TIK-5,1424,852,50%,80%,826,c2,yes,,89,248,
TIK-11,500,1328,50%,73%,1305,c2,yes,,161,260,
TIK-16,2184,1141,50%,71%,1106,c2,yes,,160,211,
TIK-12,1786,930,49%,76%,917,c1,yes,,103,113,
TIK-12,1786,930,49%,76%,917,c2,yes,,103,113,
TIK-16,2219,1043,49%,71%,1022,c2,yes,,127,181,
TIK-26,1180,954,49%,78%,901,c1,yes,,94,110,КОИБ
TIK-16,2212,649,48%,72%,640,c1,yes,,130,157,
TIK-16,2212,649,48%,72%,640,c2,yes,,130,157,
TIK-26,1215,936,48%,78%,916,c2,yes,,112,179,КОИБ
TIK-29,2176,928,48%,72%,916,c1,yes,,193,171,
TIK-29,2176,928,48%,72%,916,c2,yes,,193,171,
TIK-16,2222,785,45%,72%,761,c1,yes,,101,171,
TIK-16,2222,785,45%,72%,761,c2,yes,,101,171,
TIK-19,1280,983,45%,72%,969,c1,yes,,147,352,
TIK-19,1280,983,45%,72%,969,c2,yes,,147,352,
TIK-20,2019,915,44%,81%,790,c1,yes,,113,368,
TIK-20,2019,915,44%,81%,790,c2,yes,,113,368,
