tik,uik,voters,turnout,putin,stationary,cam,marked,gaps,mn_in,mn_out,koib
TIK-3,671,10,100%,100%,0,,,missing,0,0,
TIK-3,702,21,100%,67%,0,,,missing,0,0,
TIK-3,744,13,100%,54%,0,,,missing,,,
TIK-2,192,21,100%,62%,0,,,missing,0,0,
TIK-3,659,11,100%,100%,0,,,missing,0,0,
TIK-3,656,11,100%,100%,0,,,missing,0,0,
TIK-3,647,10,100%,80%,0,,,missing,0,0,
TIK-3,658,11,100%,100%,0,,,missing,0,0,
TIK-3,680,10,100%,100%,0,,,missing,0,0,
TIK-3,649,12,100%,100%,0,,,missing,0,0,
TIK-3,719,45,100%,67%,45,,,missing,0,0,
TIK-22,403,658,100%,80%,18,,,missing,38,0,
TIK-3,701,25,100%,72%,0,,,missing,0,0,
TIK-3,753,38,100%,45%,38,,,missing,?,?,
TIK-3,694,11,100%,91%,0,,,missing,0,0,
TIK-3,652,11,100%,100%,0,,,missing,0,0,
TIK-3,717,25,100%,80%,0,,,missing,0,0,
TIK-3,2298,14,100%,43%,14,,,missing,?,?,
TIK-3,663,11,100%,91%,0,,,missing,0,0,
TIK-3,729,11,100%,64%,0,,,missing,,,
TIK-3,693,11,100%,36%,0,,,missing,0,0,
TIK-3,688,11,100%,82%,0,,,missing,0,0,
TIK-3,732,9,100%,89%,0,,,missing,,,
TIK-3,720,29,100%,72%,29,,,missing,0,0,
TIK-3,708,21,100%,76%,21,,,missing,0,0,
TIK-2,190,37,100%,78%,0,,,missing,0,0,
TIK-3,704,21,100%,62%,0,,,missing,0,0,
TIK-3,739,24,100%,79%,0,,,missing,,,
TIK-3,667,11,100%,73%,0,,,missing,0,0,
TIK-3,756,25,100%,64%,25,,,missing,?,?,
TIK-3,695,11,100%,91%,0,,,missing,0,0,
TIK-8,1702,400,100%,76%,365,,,missing,145,0,
TIK-3,676,10,100%,100%,0,,,missing,0,0,
TIK-3,746,5,100%,60%,5,,,missing,?,?,
TIK-3,651,11,100%,100%,0,,,missing,0,0,
TIK-3,682,10,100%,100%,0,,,missing,0,0,
TIK-3,2301,12,100%,83%,12,,,missing,?,?,
TIK-23,2102,148,100%,81%,146,,,missing,50,0,
TIK-3,655,11,100%,100%,0,,,missing,0,0,
TIK-3,714,26,100%,58%,0,,,missing,0,0,
TIK-3,738,56,100%,52%,0,,,missing,,,
TIK-3,700,25,100%,36%,0,,,missing,0,0,
TIK-3,679,10,100%,80%,0,,,missing,0,0,
TIK-3,742,27,100%,52%,0,,,missing,,,
TIK-3,698,10,100%,70%,0,,,missing,1,0,
TIK-3,657,11,100%,73%,0,,,missing,0,0,
TIK-3,745,5,100%,100%,5,,,missing,?,?,
TIK-3,725,25,100%,72%,0,,,missing,,,
TIK-3,751,9,100%,89%,9,,,missing,?,?,
TIK-23,2103,536,100%,70%,536,,,missing,0,0,
TIK-3,687,11,100%,45%,0,,,missing,0,0,
TIK-3,703,18,100%,61%,0,,,missing,0,0,
TIK-3,664,10,100%,70%,0,,,missing,0,0,
TIK-3,2296,48,100%,83%,48,,,missing,?,?,
TIK-3,674,9,100%,78%,0,,,missing,0,0,
TIK-3,709,28,100%,54%,0,,,missing,0,0,
TIK-3,683,10,100%,100%,0,,,missing,1,0,
TIK-3,685,11,100%,100%,0,,,missing,0,0,
TIK-3,706,19,100%,74%,0,,,missing,0,0,
TIK-3,755,27,100%,59%,27,,,missing,?,?,
TIK-3,648,10,100%,100%,0,,,missing,0,0,
TIK-2,188,25,100%,40%,0,,,missing,0,0,
TIK-3,686,11,100%,100%,0,,,missing,0,0,
TIK-20,1983,184,100%,90%,121,,,missing,34,8,
TIK-3,723,52,100%,81%,52,,,missing,0,0,
TIK-3,750,5,100%,100%,5,,,missing,?,?,
TIK-3,705,19,100%,79%,0,,,missing,0,0,
TIK-3,672,10,100%,100%,0,,,missing,0,0,
TIK-3,668,10,100%,100%,0,,,missing,0,0,
TIK-30,2269,227,100%,74%,29,,,missing,26,0,
TIK-3,712,30,100%,60%,0,,,missing,0,0,
TIK-3,733,11,100%,64%,0,,,missing,,,
TIK-3,713,36,100%,75%,0,,,missing,0,0,
TIK-3,666,11,100%,91%,0,,,missing,0,0,
TIK-3,681,10,100%,100%,0,,,missing,0,0,
TIK-4,958,586,100%,81%,69,,,missing,68,0,
TIK-2,193,19,100%,58%,0,,,missing,0,0,
TIK-3,741,24,100%,62%,0,,,missing,,,
TIK-22,408,240,100%,75%,231,,,missing,166,0,
TIK-3,689,12,100%,100%,0,,,missing,0,0,
TIK-3,699,33,100%,73%,0,,,missing,0,0,
TIK-3,2299,28,100%,57%,28,,,missing,?,?,
TIK-3,646,10,100%,90%,0,,,missing,0,0,
TIK-3,2300,12,100%,92%,12,,,missing,?,?,
TIK-15,2295,322,100%,95%,322,,,missing,0,0,
TIK-3,645,241,100%,85%,23,,,missing,24,0,
TIK-3,675,10,100%,80%,0,,,missing,0,0,
TIK-3,731,10,100%,70%,0,,,missing,,,
TIK-4,963,339,100%,75%,102,,,missing,103,0,
TIK-3,650,12,100%,92%,0,,,missing,0,0,
TIK-3,677,10,100%,80%,0,,,missing,0,0,
TIK-3,696,10,100%,80%,0,,,missing,0,0,
TIK-3,752,4,100%,75%,4,,,missing,?,?,
TIK-3,684,9,100%,33%,0,,,missing,0,0,
TIK-3,710,19,100%,47%,0,,,missing,0,0,
TIK-3,697,10,100%,90%,0,,,missing,0,0,
TIK-3,707,19,100%,68%,19,,,missing,0,0,
TIK-3,740,27,100%,52%,0,,,missing,,,
TIK-15,2294,104,100%,99%,104,,,missing,0,0,
TIK-3,673,10,100%,100%,0,,,missing,0,0,
TIK-3,653,10,100%,100%,0,,,missing,0,0,
TIK-3,722,28,100%,89%,28,,,missing,0,0,
TIK-3,715,26,100%,88%,0,,,missing,0,0,
TIK-3,662,9,100%,100%,0,,,missing,0,0,
TIK-3,669,10,100%,90%,0,,,missing,0,0,
TIK-21,894,1438,100%,73%,1438,,,missing,,,
TIK-28,1947,1047,100%,75%,986,,,missing,974,7,
TIK-22,404,523,100%,79%,403,,,missing,202,0,
TIK-3,690,11,100%,73%,0,,,missing,0,0,
TIK-3,736,11,100%,45%,0,,,missing,,,
TIK-30,2271,283,100%,80%,276,,,missing,83,0,
TIK-3,661,10,100%,100%,0,,,missing,0,0,
TIK-3,654,10,100%,80%,0,,,missing,0,0,
TIK-3,734,9,100%,89%,0,,,missing,,,
TIK-3,711,22,100%,64%,0,,,missing,0,0,
TIK-18,1667,753,100%,74%,50,,,missing,34,0,
TIK-3,718,25,100%,76%,0,,,missing,0,0,
TIK-3,691,10,100%,80%,0,,,missing,0,0,
TIK-2,187,86,100%,59%,0,,,missing,0,0,
TIK-3,728,9,100%,67%,0,,,missing,,,
TIK-3,727,25,100%,64%,0,,,missing,,,
TIK-3,743,26,100%,46%,0,,,missing,,,
TIK-29,2179,171,100%,78%,171,,,missing,80,0,
TIK-3,670,10,100%,100%,0,,,missing,0,0,
TIK-3,660,11,100%,73%,0,,,missing,0,0,
TIK-1,63,281,100%,78%,188,,,missing,205,0,
TIK-3,735,9,100%,78%,0,,,missing,,,
TIK-3,747,6,100%,50%,6,,,missing,?,?,
TIK-3,730,9,100%,67%,0,,,missing,,,
TIK-22,405,345,99%,79%,325,,,missing,107,0,
TIK-8,1681,294,99%,88%,233,,,missing,84,7,
TIK-22,343,3276,99%,83%,3268,,,missing,96,128,
TIK-29,2178,182,99%,82%,182,,,missing,117,0,
TIK-21,893,385,98%,85%,0,,,missing,,,
TIK-28,1941,370,98%,77%,262,,,missing,240,8,
TIK-22,407,686,98%,78%,521,,,missing,139,0,
TIK-17,573,2617,98%,88%,2617,,,missing,84,68,
TIK-26,1172,614,98%,88%,465,,,missing,131,4,
TIK-19,1353,260,98%,80%,211,,,missing,147,0,
TIK-5,1538,1187,98%,71%,1185,,,missing,1082,0,
TIK-3,2297,53,98%,83%,53,,,missing,?,?,
TIK-13,1268,751,98%,88%,405,,,missing,114,1,
TIK-22,409,337,97%,75%,337,,,missing,87,0,
TIK-20,1987,341,97%,89%,168,,,missing,54,12,
TIK-15,2293,283,97%,85%,179,,,missing,184,0,
TIK-11,508,933,97%,79%,787,,,missing,6,0,
TIK-18,1665,361,97%,81%,193,,,missing,60,0,
TIK-5,1537,1007,97%,82%,788,,,missing,333,0,
TIK-8,1692,523,97%,82%,423,,,missing,117,45,
TIK-3,716,24,96%,83%,0,,,missing,0,0,
TIK-2,184,365,96%,78%,25,,,missing,23,0,
TIK-17,2285,950,96%,66%,950,,,missing,483,0,
TIK-3,726,24,96%,75%,0,,,missing,,,
TIK-17,562,1890,96%,74%,1851,c1,yes,,219,367,
TIK-17,562,1890,96%,74%,1851,c2,yes,,219,367,
TIK-1,62,388,95%,71%,96,,,missing,391,0,
TIK-26,1210,559,95%,76%,355,,,missing,117,4,
TIK-13,1274,1728,95%,80%,1509,,,missing,1169,0,
TIK-17,2284,500,95%,80%,500,,,missing,0,0,
TIK-27,1413,951,95%,77%,741,,,missing,419,0,
TIK-16,2226,523,94%,69%,331,,,missing,204,0,
TIK-20,2022,345,94%,84%,192,,,missing,219,0,
TIK-11,509,3706,94%,83%,3699,,,missing,83,99,
TIK-2,186,211,94%,62%,0,,,missing,0,2,
TIK-17,531,1905,94%,88%,1709,c1,yes,,151,369,
TIK-17,531,1905,94%,88%,1709,c2,yes,,151,369,
TIK-13,1273,408,93%,82%,376,,,missing,108,0,
TIK-5,1508,604,93%,90%,589,,,missing,216,6,
TIK-2,191,12,92%,33%,0,,,missing,0,0,
TIK-2,185,808,92%,67%,735,,,missing,647,1,
TIK-2,137,1298,92%,71%,1278,c1,yes,,367,145,КОИБ
TIK-2,137,1298,92%,71%,1278,c2,yes,,367,145,КОИБ
TIK-27,1414,642,91%,68%,642,,,missing,702,0,
TIK-22,406,426,90%,77%,316,,,missing,121,0,
TIK-23,2101,599,90%,77%,329,,,missing,359,0,
TIK-18,1635,1319,89%,79%,1288,,,missing,320,93,
TIK-2,189,14,88%,71%,0,,,missing,0,0,
TIK-13,1272,652,88%,88%,293,,,missing,177,17,
TIK-17,515,1632,88%,74%,1479,c1,yes,36,405,310,
TIK-17,515,1632,88%,74%,1479,c2,yes,,405,310,
TIK-9,1798,1551,87%,78%,1478,c1,yes,,125,338,
TIK-9,1798,1551,87%,78%,1478,c2,yes,,125,338,
TIK-17,571,876,87%,68%,870,c1,yes,,213,300,
TIK-17,571,876,87%,68%,870,c2,yes,,213,300,
TIK-11,507,437,86%,81%,205,,,missing,56,0,
TIK-11,482,1910,86%,85%,1876,c1,yes,,113,259,
TIK-11,482,1910,86%,85%,1876,c2,yes,,113,259,
TIK-23,2041,1403,86%,79%,1370,c1,,,129,97,
TIK-23,2041,1403,86%,79%,1370,c2,,,129,97,
TIK-30,2270,623,85%,69%,623,,,missing,649,0,
TIK-29,2177,216,85%,70%,216,,,missing,117,0,
TIK-26,1164,540,85%,75%,288,,,missing,300,0,
TIK-4,959,416,85%,63%,414,,,missing,448,0,
TIK-7,815,275,85%,78%,242,,,missing,22,0,
TIK-14,290,1455,85%,78%,1325,c1,yes,,349,329,
TIK-14,290,1455,85%,78%,1325,c2,yes,,349,329,
TIK-17,2283,222,84%,74%,187,,,missing,74,0,
TIK-1,43,1757,84%,72%,1707,,,missing,376,147,
TIK-3,724,41,84%,93%,41,,,missing,0,0,
TIK-3,592,875,84%,73%,867,c1,yes,,316,238,
TIK-3,592,875,84%,73%,867,c2,yes,,316,238,
TIK-17,561,1606,84%,75%,1552,c1,yes,,123,261,
TIK-17,561,1606,84%,75%,1552,c2,yes,,123,261,
TIK-3,721,24,83%,83%,24,,,missing,0,0,
TIK-4,931,1457,83%,74%,1384,c1,yes,,380,281,КОИБ
TIK-4,931,1457,83%,74%,1384,c2,yes,,380,281,КОИБ
TIK-17,548,1991,82%,73%,1948,,,missing,376,326,
TIK-2,171,1133,82%,70%,1100,c1,yes,,179,245,КОИБ
TIK-2,171,1133,82%,70%,1100,c2,,,179,245,КОИБ
TIK-23,2075,1219,82%,77%,1205,c1,yes,,176,108,
TIK-23,2075,1219,82%,77%,1205,c2,yes,,176,108,
TIK-18,1663,1311,81%,83%,1304,,,missing,95,64,
TIK-1,31,1525,81%,74%,1506,,,missing,281,363,
TIK-18,1654,1910,81%,88%,1815,,,missing,132,120,
TIK-11,479,1756,81%,74%,1665,c1,yes,,117,244,
TIK-11,479,1756,81%,74%,1665,c2,yes,,117,244,
TIK-12,1780,1720,81%,81%,1698,c1,yes,,103,293,
TIK-12,1780,1720,81%,81%,1698,c2,yes,,103,293,
TIK-14,300,1439,81%,78%,1435,c1,yes,,139,459,
TIK-14,300,1439,81%,78%,1435,c2,yes,,139,459,
TIK-17,570,970,81%,73%,883,c1,yes,,86,212,
TIK-17,570,970,81%,73%,883,c2,yes,,86,212,
TIK-22,396,1527,81%,75%,1477,c1,,,284,402,
TIK-22,396,1527,81%,75%,1477,c2,yes,,284,402,
TIK-2,183,119,80%,71%,79,,,missing,41,0,
TIK-18,1655,1486,80%,80%,1468,,,missing,213,158,
TIK-8,1723,618,80%,75%,599,c1,yes,,115,67,
TIK-8,1723,618,80%,75%,599,c2,yes,,115,67,
TIK-11,431,1373,80%,77%,1316,c1,yes,,340,200,
TIK-11,431,1373,80%,77%,1316,c2,,,340,200,
TIK-14,259,1593,80%,75%,1563,c1,yes,,273,331,
TIK-14,259,1593,80%,75%,1563,c2,yes,,273,331,
TIK-14,298,1343,80%,76%,1340,c1,yes,"19, 35",154,398,
TIK-14,298,1343,80%,76%,1340,c2,yes,"6, 35",154,398,
TIK-15,1238,729,80%,78%,715,c1,,,62,96,КОИБ
TIK-15,1238,729,80%,78%,715,c2,yes,,62,96,КОИБ
TIK-17,537,1869,80%,80%,1828,c1,yes,,112,196,
TIK-17,537,1869,80%,80%,1828,c2,yes,,112,196,
TIK-18,1613,1008,80%,76%,955,c1,yes,,116,76,
TIK-18,1613,1008,80%,76%,955,c2,yes,,116,76,
TIK-19,1349,2093,80%,82%,2013,c1,yes,,587,652,
TIK-19,1349,2093,80%,82%,2013,c2,yes,,587,652,
TIK-22,358,1170,80%,69%,1130,c1,yes,6,256,229,
TIK-22,358,1170,80%,69%,1130,c2,yes,31,256,229,
TIK-22,382,1383,80%,76%,1209,c1,yes,,215,236,
TIK-22,382,1383,80%,76%,1209,c2,yes,,215,236,
TIK-22,394,982,80%,76%,952,c1,yes,,196,263,
TIK-22,394,982,80%,76%,952,c2,yes,,196,263,
TIK-22,397,1952,80%,74%,1929,c1,,,627,320,
TIK-22,397,1952,80%,74%,1929,c2,,,627,320,
TIK-29,2172,1350,80%,87%,1144,c1,yes,,86,105,
TIK-29,2172,1350,80%,87%,1144,c2,yes,,86,105,
TIK-18,1646,1422,79%,80%,1407,,,missing,87,162,
TIK-15,1233,1634,79%,81%,1606,,,missing,203,98,КОИБ
TIK-13,1269,229,79%,76%,199,,,missing,115,49,
TIK-8,1676,1383,79%,77%,1365,c1,yes,,213,183,КОИБ
TIK-8,1676,1383,79%,77%,1365,c2,yes,,213,183,КОИБ
TIK-14,255,1507,79%,74%,1473,c1,yes,,118,380,
TIK-14,255,1507,79%,74%,1473,c2,yes,,118,380,
TIK-17,572,1603,79%,66%,1593,c1,yes,,545,361,
TIK-17,572,1603,79%,66%,1593,c2,,,545,361,
TIK-17,574,1266,79%,73%,1261,c1,yes,,260,393,
TIK-17,574,1266,79%,73%,1261,c2,yes,,260,393,
TIK-22,334,1686,79%,80%,1666,c1,yes,,102,347,
TIK-22,334,1686,79%,80%,1666,c2,yes,,102,347,
TIK-25,1023,1379,79%,76%,1346,c1,yes,,186,260,КОИБ
TIK-25,1023,1379,79%,76%,1346,c2,yes,,186,260,КОИБ
TIK-2,104,1231,78%,72%,1003,c1,yes,,173,214,КОИБ
TIK-2,104,1231,78%,72%,1003,c2,yes,,173,214,КОИБ
TIK-2,132,1359,78%,71%,1233,c1,yes,,150,431,КОИБ
TIK-2,132,1359,78%,71%,1233,c2,yes,,150,431,КОИБ
TIK-11,435,1263,78%,74%,1215,c1,yes,,67,194,
TIK-11,435,1263,78%,74%,1215,c2,yes,,67,194,
TIK-11,444,1274,78%,80%,1246,c1,yes,,96,186,
TIK-11,444,1274,78%,80%,1246,c2,yes,,96,186,
TIK-14,260,918,78%,78%,899,c1,yes,,301,170,
TIK-14,260,918,78%,78%,899,c2,yes,,301,170,
TIK-14,294,1235,78%,79%,1178,c1,yes,,179,257,
TIK-14,294,1235,78%,79%,1178,c2,yes,,179,257,
TIK-20,2006,1562,78%,78%,1561,c1,yes,,105,680,
TIK-20,2006,1562,78%,78%,1561,c2,yes,,105,680,
TIK-22,392,1559,78%,75%,1538,c1,,,426,304,
TIK-22,392,1559,78%,75%,1538,c2,yes,,426,304,
TIK-23,2060,1064,78%,75%,1030,c1,yes,,227,126,
TIK-23,2060,1064,78%,75%,1030,c2,yes,,227,126,
TIK-25,1002,1526,78%,76%,1505,c1,yes,,349,347,КОИБ
TIK-25,1002,1526,78%,76%,1505,c2,yes,,349,347,КОИБ
TIK-3,737,47,77%,57%,0,,,missing,,,
TIK-2,149,1349,77%,68%,1303,c1,yes,,242,294,КОИБ
TIK-2,149,1349,77%,68%,1303,c2,,,242,294,КОИБ
TIK-2,158,2056,77%,61%,2055,c1,yes,"35, 44, 2",2037,54,
TIK-2,158,2056,77%,61%,2055,c2,,,2037,54,
TIK-4,932,1293,77%,76%,1205,c1,yes,,261,253,КОИБ
TIK-4,932,1293,77%,76%,1205,c2,yes,,261,253,КОИБ
TIK-9,1820,1004,77%,75%,944,c1,yes,,88,260,
TIK-9,1820,1004,77%,75%,944,c2,yes,,88,260,
TIK-11,432,1333,77%,72%,1305,c1,yes,,162,173,
TIK-11,432,1333,77%,72%,1305,c2,yes,,162,173,
TIK-14,252,1554,77%,71%,1530,c1,,,359,266,
TIK-14,252,1554,77%,71%,1530,c2,yes,,359,266,
TIK-14,256,1347,77%,74%,1339,c1,yes,,78,434,
TIK-14,256,1347,77%,74%,1339,c2,yes,,78,434,
TIK-14,257,919,77%,74%,899,c1,yes,,173,190,
TIK-14,257,919,77%,74%,899,c2,yes,,173,190,
TIK-18,1636,1417,77%,80%,1403,c1,,,244,130,
TIK-18,1636,1417,77%,80%,1403,c2,yes,,244,130,
TIK-18,1642,867,77%,67%,853,c1,,,170,66,
TIK-18,1642,867,77%,67%,853,c2,yes,,170,66,
TIK-22,345,1428,77%,68%,1372,c1,yes,,600,237,
TIK-22,345,1428,77%,68%,1372,c2,yes,,600,237,
TIK-29,2130,1277,77%,83%,1230,c1,yes,,60,105,
TIK-29,2130,1277,77%,83%,1230,c2,,,60,105,
TIK-18,1656,2041,76%,86%,2031,,,missing,326,132,
TIK-24,1605,121,76%,72%,34,,,missing,0,0,
TIK-2,134,1513,76%,75%,1495,,,missing,128,274,КОИБ
TIK-18,1661,1829,76%,77%,1764,,,missing,155,98,
TIK-18,1634,1153,76%,73%,1129,,,missing,647,77,
TIK-18,1632,1522,76%,72%,1481,,,missing,337,149,
TIK-2,136,1221,76%,72%,1056,c1,yes,,102,184,КОИБ
TIK-2,136,1221,76%,72%,1056,c2,,"18, 22, 38, 42, 19, 15, 19, 18, 39",102,184,КОИБ
TIK-4,905,1798,76%,74%,1631,c1,,"X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X",204,452,КОИБ
TIK-4,905,1798,76%,74%,1631,c2,,,204,452,КОИБ
TIK-4,925,1385,76%,71%,1342,c1,yes,,257,330,КОИБ
TIK-4,925,1385,76%,71%,1342,c2,yes,,257,330,КОИБ
TIK-4,948,930,76%,72%,861,c1,yes,,188,169,КОИБ
TIK-4,948,930,76%,72%,861,c2,,,188,169,КОИБ
TIK-9,1797,1225,76%,74%,1151,c1,yes,,125,267,
TIK-9,1797,1225,76%,74%,1151,c2,yes,,125,267,
TIK-10,203,549,76%,78%,547,c1,,,265,207,
TIK-10,203,549,76%,78%,547,c2,yes,,265,207,
TIK-10,231,1138,76%,72%,1113,c1,yes,,202,245,
TIK-10,231,1138,76%,72%,1113,c2,yes,,202,245,
TIK-14,263,1469,76%,74%,1420,c1,yes,,301,300,
TIK-14,263,1469,76%,74%,1420,c2,yes,,301,300,
TIK-14,285,1382,76%,75%,1340,c1,,,88,315,
TIK-14,285,1382,76%,75%,1340,c2,yes,,88,315,
TIK-14,296,588,76%,76%,559,c1,,,77,188,
TIK-14,296,588,76%,76%,559,c2,yes,,77,188,
TIK-14,297,1366,76%,78%,1315,c1,yes,"7, 43",168,466,
TIK-14,297,1366,76%,78%,1315,c2,,"10, 33",168,466,
TIK-14,299,1320,76%,82%,1317,c1,yes,,120,467,
TIK-14,299,1320,76%,82%,1317,c2,yes,"15, 35",120,467,
TIK-14,301,1361,76%,76%,1352,c1,yes,,111,427,
TIK-14,301,1361,76%,76%,1352,c2,yes,,111,427,
TIK-19,1316,1740,76%,79%,1703,c1,yes,4,169,336,
TIK-19,1316,1740,76%,79%,1703,c2,,,169,336,
TIK-22,349,1132,76%,61%,1060,c1,yes,,223,249,
TIK-22,349,1132,76%,61%,1060,c2,yes,,223,249,
TIK-25,1003,1459,76%,78%,1344,c1,yes,,241,398,КОИБ
TIK-25,1003,1459,76%,78%,1344,c2,yes,,241,398,КОИБ
TIK-1,32,1257,75%,71%,1238,,,missing,180,212,
TIK-20,1976,1576,75%,79%,1539,,,missing,175,177,
TIK-1,34,1208,75%,77%,1037,,,missing,183,228,
TIK-16,2181,2264,75%,76%,2236,,,missing,1299,233,
TIK-28,1946,687,75%,80%,550,,,missing,231,0,
TIK-2,152,1212,75%,73%,1172,c1,yes,,121,287,КОИБ
TIK-2,152,1212,75%,73%,1172,c2,,,121,287,КОИБ
TIK-2,162,1065,75%,73%,998,c1,yes,,115,143,КОИБ
TIK-2,162,1065,75%,73%,998,c2,yes,"2, 3, 6, 3, 11, 11, 6, 8, 20, 6, 6, 5, 2, 2, 6, 2, 6, 34, 5, 2, 2, 5, 8, 35, 19, 7",115,143,КОИБ
TIK-4,909,1221,75%,77%,1155,c1,,"198, 25",86,387,КОИБ
TIK-4,909,1221,75%,77%,1155,c2,yes,"232, 140, 96, 105, 123, 25",86,387,КОИБ
TIK-10,237,1274,75%,76%,1225,c1,,5,235,322,
TIK-10,237,1274,75%,76%,1225,c2,yes,2,235,322,
TIK-11,414,1519,75%,66%,1499,c1,yes,,615,219,
TIK-11,414,1519,75%,66%,1499,c2,yes,,615,219,
TIK-11,481,1806,75%,82%,1771,c1,yes,,67,232,
TIK-11,481,1806,75%,82%,1771,c2,yes,,67,232,
TIK-14,253,1664,75%,72%,1633,c1,yes,,503,252,
TIK-14,253,1664,75%,72%,1633,c2,yes,,503,252,
TIK-14,266,1431,75%,76%,1407,c1,yes,,168,319,
TIK-14,266,1431,75%,76%,1407,c2,yes,,168,319,
TIK-14,295,748,75%,80%,706,c1,yes,,127,117,
TIK-14,295,748,75%,80%,706,c2,yes,,127,117,
TIK-17,524,1388,75%,82%,1362,c1,yes,,95,243,
TIK-17,524,1388,75%,82%,1362,c2,yes,,95,243,
TIK-17,535,1599,75%,85%,1527,c1,yes,,135,280,
TIK-17,535,1599,75%,85%,1527,c2,yes,,135,280,
TIK-17,557,1349,75%,72%,1306,c1,yes,,96,335,
TIK-17,557,1349,75%,72%,1306,c2,yes,,96,335,
TIK-18,1612,1323,75%,76%,1285,c1,yes,,343,100,
TIK-18,1612,1323,75%,76%,1285,c2,yes,,343,100,
TIK-20,1949,1589,75%,75%,1548,c1,yes,,512,217,
TIK-20,1949,1589,75%,75%,1548,c2,yes,,512,217,
TIK-20,2008,1803,75%,83%,1770,c1,yes,,103,343,
TIK-20,2008,1803,75%,83%,1770,c2,yes,,103,343,
TIK-20,2009,1637,75%,81%,1582,c1,yes,,245,239,
TIK-20,2009,1637,75%,81%,1582,c2,yes,,245,239,
TIK-22,353,1014,75%,71%,992,c1,yes,,321,250,
TIK-22,353,1014,75%,71%,992,c2,yes,,321,250,
TIK-22,379,1137,75%,76%,1094,c1,yes,,179,218,
TIK-22,379,1137,75%,76%,1094,c2,yes,,179,218,
TIK-24,1597,1907,75%,79%,1845,c1,yes,,132,271,
TIK-24,1597,1907,75%,79%,1845,c2,yes,,132,271,
TIK-25,1025,1173,75%,77%,1135,c1,yes,,133,247,КОИБ
TIK-25,1025,1173,75%,77%,1135,c2,yes,,133,247,КОИБ
TIK-29,2122,1860,75%,79%,1753,c1,yes,,129,187,
TIK-29,2122,1860,75%,79%,1753,c2,,,129,187,
TIK-29,2128,1571,75%,75%,1478,c1,yes,,104,166,
TIK-29,2128,1571,75%,75%,1478,c2,yes,,104,166,
TIK-2,114,1055,74%,75%,993,,,missing,61,452,КОИБ
TIK-18,1651,1790,74%,83%,1723,,,missing,130,114,
TIK-8,1712,1423,74%,76%,1398,,,missing,161,190,КОИБ
TIK-2,105,1310,74%,74%,1287,,,missing,142,299,КОИБ
TIK-12,1788,214,74%,81%,168,,,missing,74,0,
TIK-18,1650,1273,74%,76%,1249,,,missing,198,73,
TIK-1,58,980,74%,75%,963,c1,yes,,389,119,
TIK-1,58,980,74%,75%,963,c2,yes,,389,119,
TIK-2,159,1002,74%,74%,947,c1,yes,,79,327,КОИБ
TIK-2,159,1002,74%,74%,947,c2,,,79,327,КОИБ
TIK-2,164,1324,74%,74%,1295,c1,yes,,162,153,КОИБ
TIK-2,164,1324,74%,74%,1295,c2,yes,,162,153,КОИБ
TIK-9,1808,1627,74%,76%,1542,c1,yes,,182,445,
TIK-9,1808,1627,74%,76%,1542,c2,yes,,182,445,
TIK-11,430,1502,74%,75%,1451,c1,yes,,203,164,
TIK-11,430,1502,74%,75%,1451,c2,yes,,203,164,
TIK-11,471,1486,74%,70%,1460,c1,yes,1867,92,268,
TIK-11,471,1486,74%,70%,1460,c2,yes,1868,92,268,
TIK-11,484,1523,74%,83%,1487,c1,,,169,194,
TIK-11,484,1523,74%,83%,1487,c2,,,169,194,
TIK-11,487,1370,74%,83%,1304,c1,yes,,56,206,
TIK-11,487,1370,74%,83%,1304,c2,yes,,56,206,
TIK-11,490,1433,74%,81%,1402,c1,yes,,125,205,
TIK-11,490,1433,74%,81%,1402,c2,yes,,125,205,
TIK-12,1729,916,74%,74%,853,c1,yes,,289,174,
TIK-12,1729,916,74%,74%,853,c2,yes,123,289,174,
TIK-12,1760,1880,74%,82%,1748,c1,,,588,496,
TIK-12,1760,1880,74%,82%,1748,c2,yes,,588,496,
TIK-12,1761,1520,74%,84%,1413,c1,yes,,174,482,
TIK-12,1761,1520,74%,84%,1413,c2,yes,,174,482,
TIK-14,254,1187,74%,77%,1173,c1,yes,,273,256,
TIK-14,254,1187,74%,77%,1173,c2,yes,,273,256,
TIK-14,262,612,74%,74%,602,c1,yes,,169,128,
TIK-14,262,612,74%,74%,602,c2,yes,,169,128,
TIK-14,272,1227,74%,79%,1199,c1,yes,,147,308,
TIK-14,272,1227,74%,79%,1199,c2,yes,,147,308,
TIK-15,1227,1210,74%,83%,1136,c1,yes,,122,103,КОИБ
TIK-15,1227,1210,74%,83%,1136,c2,yes,,122,103,КОИБ
TIK-17,529,1289,74%,74%,1260,c1,yes,,156,342,
TIK-17,529,1289,74%,74%,1260,c2,yes,,156,342,
TIK-17,544,1484,74%,79%,1377,c1,yes,,107,402,
TIK-17,544,1484,74%,79%,1377,c2,yes,,107,402,
TIK-17,555,1506,74%,77%,1474,c1,yes,,130,360,
TIK-17,555,1506,74%,77%,1474,c2,yes,,130,360,
TIK-17,563,1704,74%,74%,1674,c1,yes,,118,400,
TIK-17,563,1704,74%,74%,1674,c2,yes,,118,400,
